Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_prep_no_IS_Pos_0uL,Luca140818_lipid_Pos_co_culture_1,Luca140818_lipid_Pos_co_culture_2,Luca140818_lipid_Pos_co_culture_3,Luca140818_lipid_Pos_co_culture_4,Luca140818_lipid_Pos_co_culture_5,Luca140818_lipid_Pos_hela_1,Luca140818_lipid_Pos_hela_2,Luca140818_lipid_Pos_hela_3,Luca140818_lipid_Pos_hela_4,Luca140818_lipid_Pos_hela_5,Luca140818_lipid_Pos_nih_1,Luca140818_lipid_Pos_nih_2,Luca140818_lipid_Pos_nih_3,Luca140818_lipid_Pos_nih_4,Luca140818_lipid_Pos_nih_5
7228,7.61,468.30869,LPE 17:0,[M+H]+,,0.5,True,6.5,468.3085,C22H46NO7P,LPE,RVNBVQKDPQVSOY-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,99,40.7,73.9,100,27.01,Luca140818_lipid_Pos_co_culture_4,468.30862:860480 469.31197:157417 470.31533:0,55.36755:1871 57.06942:3649 59.15278:1530 61.04399:1482 69.24015:1809 71.03809:1612 71.08468:4297 85.10051:2336 89.0589:3684 95.08458:1855 112.66984:1585 133.08543:3028 143.1946:1856 199.93321:2065 230.61464:1993 296.29303:2296 326.34128:1900 327.28427:17309,0,666052,825487,824504,860480,860771,549900,650613,669746,753978,290866,469543,503351,359898,474290,385799
7514,8.15,482.32401,LPE 18:0,[M+H]+,adduct linked to 7888_[M+Na]+,0.938,True,6.82,482.3241,C23H48NO7P,LPE,BBYWOYAFBUOUFP-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,98.6,46.8,74,100,704.46,Luca140818_lipid_Pos_co_culture_3,482.32401:15896077 483.32736:4823924 484.33072:1103913,53.71341:1552 57.0695:15072 60.02234:1607 62.05949:10934 69.17025:2358 71.08459:13630 73.65554:1703 81.06899:3826 83.08466:3593 85.10051:10146 86.11707:1639 89.0593:13305 95.08458:11512 97.10027:2185 98.98328:2555 104.10522:3218 107.76069:1831 109.10067:2992 133.08545:4028 135.925:1605 138.03725:1662 155.00792:2303 157.49252:1759 170.79448:1733 310.31265:8506 341.30426:61939,0,12285301,13856337,15896077,15398092,14408490,7474788,10908184,11910354,10801879,8943362,7237432,7581230,7331661,7378444,5317975
8337,5.965,526.29108,LPE 22:6,[M+H]+,,0.812,True,5.69,526.29279,C27H44NO7P,LPE,XEVRBOQZSXWGQO-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)(O)OCCN)CCC=CCC=CCC=CCC=CCC=CCC=CCC,410,True,True,True,,False,False,null,null,95.6,99.9,13.3,74,100,13.28,Luca140818_lipid_Pos_nih_5,526.28992:1552834 527.29327:583436 528.29663:0,56.77287:1709 60.13675:2172 63.69764:2153 67.0537:4244 69.23087:3250 79.05302:4003 91.05303:3433 93.06888:3237 105.06924:4163 107.08479:3014 139.23726:1731 153.50864:1841 221.8432:2020 385.26895:2996 424.94888:2119 507.96188:1844,0,1633558,1439921,2703088,2449338,3002604,1006816,1225851,1581536,988027,1062242,468373,643472,889977,891389,1552834
7725,9.516,494.36115,LPE O-20:1,[M+H]+,adduct linked to 8084_[M+Na]+,0.938,True,7.48,494.3605,C25H52NO6P,EtherLPE,AVEWHMSFODPPIG-UHFFFAOYSA-N,O=P(O)(OCCN)OCC(O)COCCCCCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,100,96.8,51.7,63.8,100,338.66,Luca140818_lipid_Pos_hela_2,494.36136:13169537 495.36471:5181654 496.36807:1193545,55.05392:2584 56.04909:3808 56.28908:2282 57.06945:3708 58.06458:3997 67.05372:1799 68.07568:5601 68.07941:4105 69.06944:7735 70.06456:2079 71.08471:3465 81.06902:3533 83.0847:7394 84.07999:32359 91.05635:9698 93.05357:2232 95.08462:2523 97.10031:3454 97.92234:1926 98.09537:2808 98.98332:10465 111.1172:2127 155.00981:9103 194.89015:1855 251.755:1893 322.34122:193159 340.35498:66079 369.99374:2203 420.31732:3709 476.34265:2861 494.36218:2445,0,9471413,10548963,13205744,14800432,12129171,11534375,13169537,13122269,14899907,14794080,1649646,2134292,1825110,1954843,1417013
8250,10.46,522.3924,LPE O-22:1,[M+H]+,adduct linked to 8682_[M+Na]+,0.938,True,7.81,522.39178,C27H56NO6P,EtherLPE,VETGTNFMJYPAKE-UHFFFAOYSA-N,O=P(O)(OCCN)OCC(O)COCCCCCCCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,94.7,94.7,34.6,56.4,100,334.38,Luca140818_lipid_Pos_hela_4,522.39185:3012291 523.3952:942833 524.39856:0,55.05392:2702 57.06944:2008 67.11574:25836 69.06888:2804 71.0847:1758 73.04596:2745 81.06902:2644 84.07993:9579 91.0562:16513 95.08461:1972 97.92141:3964 119.05044:1937 132.77873:1776 142.642:1747 155.0098:1946 163.23962:1791 167.05449:6942 225.05576:2635 227.03503:1959 235.13132:2078 299.06512:3436 300.06351:2528 302.06534:2384 350.37442:69021 368.38788:21062 444.84137:1989 506.89941:2878 521.93976:37103,11435,1165631,2066642,2148934,2125703,1871714,1793921,2241404,3098060,3012291,2594328,195072,209945,181100,262417,188158
12598,12.642,734.56726,PC 32:0|PC 16:0_16:0,[M+H]+,adduct linked to 13111_[M+Na]+; adduct linked to 21440_[2M+H]+; adduct linked to 21444_[2M+H]+,0.938,True,9.57,734.5694,C40H80NO8P,PC,KILNVBDSWZSGLL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,98.1,92.8,69.7,36.8,100,41673.28,Luca140818_lipid_Pos_nih_5,734.56757:2127250304 735.57092:1059364608 736.57428:322488096,56.04899:30676 57.0694:12871 58.06495:22885 59.07257:6566 60.08011:427331 71.07205:157370 71.08464:19360 85.10046:5242 86.09579:2466057 87.09874:18707 91.05627:21501 95.08453:16223 98.98309:133975 104.10605:184116 124.99893:1494680 143.00941:7954 167.05435:8375 184.07343:9744146 185.05815:5721 185.07495:79258 186.07701:34594 227.07056:6439 478.32065:7033,86189,2580428032,2427128832,3099764736,2982109184,2479689728,1656870144,1898211328,2019257856,2400073216,2385596416,2049161472,2129711488,2354407936,2388394752,2127250304
12479,11.203,730.53333,PC 32:2|PC 16:1_16:1,[M+H]+,adduct linked to 21330_[2M+H]+,0.938,True,8.59,730.53809,C40H76NO8P,PC,GPWHCUUIQMGELX-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCC,410,True,True,True,,False,False,null,null,91.6,94.7,71,36.8,100,27859.78,Luca140818_lipid_Pos_nih_2,730.53326:185353776 731.53661:94466408 732.53997:31654176,56.04906:86970 58.06497:67890 60.08017:1095666 68.16737:27452 68.17058:26693 71.07217:409338 73.04592:84236 86.09582:6240900 91.05631:267503 92.05597:28723 93.05352:19635 98.98303:299499 104.10606:437758 124.99896:3912396 149.04398:19818 167.05458:182909 168.05424:26506 184.0735:27086592 185.07492:71314 186.07729:19285 476.31277:16910,0,982633536,1036398336,1403988480,1433234944,1145858944,1613728640,2042954496,2121787264,2137378432,2421181696,159995360,185353776,180239440,186409232,160651568
13334,13.216,762.59534,PC 34:0|PC 17:0_17:0,[M+H]+,,0.938,True,10.52,762.60071,C42H84NO8P,PC,RTWAYAIMWLNAJW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,92.5,94.5,70.5,35.8,100,27699.78,Luca140818_lipid_Pos_co_culture_2,762.59607:1214222592 763.59942:770138112 764.60278:247449136,56.04905:770659 58.06537:579411 60.08015:10929295 71.07215:4467264 71.08465:153844 73.04591:492690 81.06895:134084 86.09584:72301576 91.0563:903935 95.08453:185944 98.98323:3767078 104.10609:5619087 123.82353:131082 124.99902:43512352 127.98919:137236 143.00941:134831 167.05435:610336 184.07359:297431424 185.07487:192479 210.98207:147389 226.99918:208934 266.87503:149626 299.06491:189144 300.06326:179973 301.05673:276055 304.94394:153194 465.60086:140311 492.3349:139211 647.49249:168179 653.36157:147401,15858,1262358912,1214222592,1474262656,1320677248,1335676544,1240504960,1056658176,1040569856,1104437248,1172519936,1409251200,1328450176,1805573888,1352863872,1416537472
12241,13.071,720.58838,PC O-32:0|PC O-16:0_16:0,[M+H]+,adduct linked to 21079_[2M+H]+; adduct linked to 21080_[2M+H]+; adduct linked to 21082_[2M+H]+; adduct linked to 13540_[M+CH3OH+H]+; adduct linked to 13059_[M+CH3OH+H]+,0.875,True,10.28,720.59021,C40H82NO7P,EtherPC,WOTHHEHCEYHCFE-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,99.4,94.1,60.5,47.4,100,8179.7,Luca140818_lipid_Pos_hela_4,720.5885:869355776 721.59185:449458048 722.59521:150602544,55.05397:790711 56.04906:204381 57.06948:6987094 58.06539:383968 60.08018:6051648 67.05366:1898713 69.06939:1448252 71.07227:2604879 71.08471:7216238 81.06902:3762822 83.08469:2946497 85.06403:167691 85.10049:4948500 86.09586:37628128 95.08457:6766095 97.10016:2587710 98.98333:1914497 99.11605:411634 104.10619:4194714 109.10064:3100508 111.11591:973831 123.11671:1727851 124.99906:22395768 125.13168:175243 137.13252:528743 151.14754:199642 184.07362:163729600 185.07733:151932 253.26311:1156024 296.29297:1916320 327.28845:737596 482.35507:166445 579.53412:4267262,0,668459584,523752224,823462528,836560000,775153152,757772416,777554816,839722944,869355776,990214080,117497712,170335552,176595808,184178384,132386688
12489,12.721,730.57214,PC O-33:2|PC O-16:1_17:1,[M+H]+,ion correlated with 12655,0.188,True,9.57,730.57452,C41H80NO7P,EtherPC,KYHUBFGNBBJELX-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCC,410,True,True,True,,False,False,null,null,100,92.5,68.8,47.3,100,516.69,Luca140818_lipid_Pos_hela_2,730.57312:9677460 731.57647:6279385 732.57983:4108232,55.05391:3203 56.04908:5251 57.06944:4864 58.06499:3385 60.08021:93782 67.05371:5905 69.06887:10040 69.23415:3389 71.07218:44767 71.08527:5575 73.04595:11437 81.06901:12425 83.08469:6288 86.09589:615813 91.05663:36929 93.06889:4035 95.0845:19776 97.10029:2999 98.98326:37329 104.10626:38325 109.10069:12010 124.99908:380341 143.00952:3495 163.01431:4219 167.05447:10378 184.0737:2348479 264.27252:4752 265.27786:3277 344.97595:11492 345.97488:4763 346.97202:5262 480.35175:3286 490.32077:4846,0,10469885,10145960,10349065,10788422,11504302,9170980,9677460,9577855,9926759,11275820,2092376,2801102,1994244,2408267,3251484
12973,13.662,748.61761,PC O-34:0,[M+H]+,,0.938,True,11.53,748.62152,C42H86NO7P,EtherPC,YLFDSUFATXAXBK-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCCCCC,420,True,True,True,,False,False,null,null,83,96.6,70,46.4,100,1059.09,Luca140818_lipid_Pos_hela_3,748.61841:125725712 749.62176:69292832 750.62512:21210746,56.04906:50801 57.03304:10120 57.06942:37141 58.06497:45980 60.08013:733819 71.07213:288100 71.08467:39683 85.10049:36646 86.09579:4563631 91.0563:13263 97.92964:17932 98.98312:228877 104.10607:458427 124.99896:2914703 143.00946:29639 184.07343:18954254 185.07494:45360 186.0773:30506 440.31934:9290 726.51477:9347,10175,159960848,142641360,167233744,212782672,191952096,88257680,120949264,125725712,133762696,157055472,17384458,24805738,23575178,29970302,17489082
12901,13.106,746.60187,PC O-34:1,[M+H]+,similar chromatogram in higher mz_12905,0.938,True,10.66,746.60577,C42H84NO7P,EtherPC,IQLHTKSHLGLPMG-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCC,420,True,True,True,,False,False,null,null,83.4,95.4,69.4,46.4,100,19282.72,Luca140818_lipid_Pos_nih_3,746.60291:938757056 747.60626:648130560 748.60962:186716272,56.04906:125868 57.0694:34014 58.06495:153367 59.07257:24405 60.08012:2105177 67.65569:140737 69.06937:88328 71.07208:804819 71.08465:27394 73.04591:84110 83.08463:79975 86.09579:12628273 87.09875:89157 91.05621:236171 97.10023:44214 98.98309:650591 104.10606:1178774 124.99894:7419657 143.0078:36386 149.04395:31283 167.05356:141460 184.07344:50286096 185.07509:508398 186.07704:252846 508.37451:25820,1792,1847606912,1524481280,2174848256,1975657984,1885355520,1476413824,1531644288,1683256704,1787462784,2295637248,732957696,949204224,938757056,877371968,735189760
13589,13.16,772.62201,PC O-36:2,[M+H]+,,0.5,True,10.89,772.62152,C44H86NO7P,EtherPC,SLADRSJRKVHHAA-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC,420,True,True,True,,False,False,null,null,86,96.1,69.7,45.8,100,4109.89,Luca140818_lipid_Pos_co_culture_4,772.62201:219981760 773.62536:179718064 774.62872:57950692,55.05387:182715 56.04912:201099 57.0694:108271 58.06495:65609 60.08013:2493076 67.05367:161840 69.06922:263682 71.0721:967493 71.08465:47856 79.05364:39513 81.06889:291642 83.08465:225796 86.0958:15460601 87.09875:52505 91.05627:114349 93.06882:40742 95.08428:328415 97.09985:225909 97.92869:72818 98.9831:803257 104.1061:1415379 107.08473:47808 109.10062:126864 111.116:37258 121.10087:59625 123.11538:40570 124.99895:9513578 135.11513:36992 167.05435:39749 184.07347:61278848 185.07523:333170 186.07724:54211 342.31091:38414 433.09125:35870 508.36365:44049 542.69232:35363 631.55487:35390 770.36609:38518,0,193392912,159193248,197177088,219981760,196415840,134598864,161361920,180284496,178862192,250835648,59583464,62455248,66168332,69593160,54459096
13451,12.492,766.57538,PC O-36:5|PC O-16:1_20:4,[M+H]+,,0.125,True,9.54,766.57452,C44H80NO7P,EtherPC,VXQMCPDKMGAOGH-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC=CCC=CCC=CCC=CCC,410,True,True,True,,False,False,null,null,100,93.5,60.3,46.1,100,4817.73,Luca140818_lipid_Pos_nih_2,766.57538:59539312 767.57873:49895020 768.58209:27349580,55.05382:169626 56.04905:75741 57.0694:570693 58.06496:70247 60.08012:1183324 67.05363:588112 69.06937:172072 71.07207:448454 71.08465:579694 79.05356:532873 81.06894:619685 83.08459:235763 85.10048:403585 86.09577:7545734 91.05363:719879 93.06879:496911 95.04815:105072 95.08439:813260 97.06403:96010 97.10004:207225 98.98307:445990 104.10604:517705 105.06912:446150 107.0847:197291 109.10056:348319 111.116:79965 115.05314:29947 117.06921:363893 119.08472:348811 121.10077:136604 123.11662:132695 124.99891:4593036 129.07011:136012 131.08542:429481 133.10107:197138 135.11664:59763 137.13249:27589 143.00781:38078 143.08365:97196 145.10016:197659 147.11569:64148 157.09949:64567 159.1152:108748 161.13145:27016 163.01422:24512 171.1167:59349 173.13263:31600 181.02487:78584 184.07338:26760242 185.13223:29288 201.16429:70767 267.27249:26330 310.31253:60617 328.26208:69737 341.30377:547879 395.31018:31540 480.34149:28632 526.31946:61748 625.51935:116499,2772,59260376,64653140,72077792,66404312,68400624,42625688,50008172,57140212,54339560,91109200,58802948,59539312,67611848,84056736,71178832
14115,12.627,794.60205,PC O-38:5,[M+H]+,adduct linked to 13711_[M+H]+,0.938,True,10.11,794.60577,C46H84NO7P,EtherPC,YPEVVVCDYBKGNI-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCC=CCC=CCC=CCC=CCC,420,True,True,True,,False,False,null,null,82.3,95.1,68.5,45.1,100,4538.75,Luca140818_lipid_Pos_nih_5,794.60236:141358592 795.60571:103124424 796.60907:27895136,56.04905:85425 57.0694:18965 58.06538:61300 60.08014:1304506 67.05367:18371 69.06883:30993 71.07209:596887 71.08466:19677 83.08464:62287 86.09578:8981894 87.09837:111815 95.08455:30408 97.10023:22648 98.98306:554341 104.10603:807862 124.99892:5568692 143.00943:30861 184.07339:32959150 185.07471:311034 186.07689:131201 508.37457:21365,0,122183384,133352072,129366352,126545304,115531328,84914152,103557208,106649552,125821736,146932816,154975776,118013728,132423968,143631936,141358592
14020,12.296,790.57031,PC O-38:7,[M+H]+,adduct linked to 14046_[M+2H]+,0.938,True,9.51,790.57452,C46H80NO7P,EtherPC,LSUUYCOJTDXYNX-UHFFFAOYSA-N,O=C(OC(COCCCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCC=CCC=CCC=CCC=CCC=CCC=CCC,420,True,True,True,,False,False,null,null,80,94.2,65.5,45.4,100,1454.79,Luca140818_lipid_Pos_co_culture_3,790.57019:71779768 791.57354:60081184 792.5769:64059460,55.05387:36516 56.04905:38677 57.0694:32709 58.06495:28528 60.08015:556116 67.05364:96854 69.0694:60703 71.07211:296361 71.08465:13018 73.04585:153853 75.0432:15223 79.02032:15081 79.05365:88131 81.06889:123806 82.07245:9480 83.08475:56606 86.09579:3744419 91.05668:463909 92.05595:36065 93.0535:35416 93.06874:102709 95.04848:13253 95.08449:128173 97.06393:11620 97.10023:42236 98.98301:209538 104.10606:250350 105.06906:53680 107.08473:47285 109.10062:44479 117.06929:15442 119.08485:31564 121.10088:44984 123.11668:9369 124.99895:2354047 129.06866:10085 131.08536:43072 135.11662:41706 143.00941:28093 143.08408:14524 145.10042:27622 149.04395:39910 150.04311:10657 163.01421:34093 167.05415:271185 168.05396:65641 169.05263:40508 181.02486:15624 184.07346:13108002 185.05579:10497 225.05559:32563 239.10696:34676 299.06491:13069 300.06326:10237 344.97571:38642 345.97464:39638 346.97177:34999 347.97324:14015 462.95276:11537 463.94708:9095 480.34143:11260 480.96118:11881 550.32697:15388 595.93689:10992 596.9317:14983 597.92902:36608 598.92877:25642 605.54565:14509,4243,50108124,57589596,71779768,73641352,57627312,44105328,60222792,69582096,71605952,96528392,39514728,38185808,46252992,37648404,30496118
7970,7.247,508.30408,PE 19:1,[M+H]+,ion correlated with 7969; adduct linked to 8989_[M+CH3OH+H]+; adduct linked to 8406_[M+Na]+,0.938,True,5.69,508.30341,C24H46NO8P,PE,SBOVJGWTBQTSGK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCC)COP(=O)(O)OCCN)CCCCC,420,True,True,True,,False,False,null,null,86.7,98.1,32.3,68.3,100,160.4,Luca140818_lipid_Pos_co_culture_3,508.30396:12550860 509.30731:4358666 510.31067:539533,55.05388:30225 57.03304:9788 57.06928:14205 58.43608:1906 67.05363:38307 69.06937:80078 71.04831:3056 71.08468:9433 79.0536:13451 81.06895:68711 83.08457:74050 85.06403:2152 85.1005:4065 85.56784:1776 91.05631:1873 93.06864:21439 95.08449:67885 97.06397:2164 97.10013:52573 99.07956:3440 103.03841:2418 107.08456:19006 109.10056:40808 111.07938:2407 111.11596:14921 121.10067:36037 123.11673:10539 124.37171:2037 135.11652:27271 137.13252:1929 149.13206:11096 153.93346:2104 163.14662:3159 177.16261:2755 179.04292:1956 203.3555:1999 227.18105:2794 231.10706:1853 247.25052:4543 247.91196:1954 265.25851:15800 299.06012:3453 308.29556:15115 367.28113:239545 508.27771:88679,0,9278943,9229652,12550860,11902702,9329352,15625165,13702354,14539192,14646958,13782870,2717316,3002704,2685521,2021094,3056358
11038,11.934,664.48737,PE 30:0|PE 14:0_16:0,[M+H]+,,0.938,True,8.91,664.49121,C35H70NO8P,PE,FXNACVVCWBVCGD-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,93.1,22.1,68.6,100,104.6,Luca140818_lipid_Pos_co_culture_1,664.48804:8189008 665.49139:4699036 666.49475:0,55.0539:11885 57.06951:99211 67.0537:30547 69.06897:26383 71.08475:108431 73.04594:4489 81.06895:60711 83.08475:33298 85.10053:55963 86.09585:4092 86.42344:2152 91.0563:35500 95.08461:102301 97.10041:26719 109.10069:48625 111.11604:12573 123.11561:21220 124.99902:3071 137.13254:10845 167.05443:3681 184.07364:31452 204.87967:2444 211.20978:17438 223.07689:8634 225.05583:46685 226.05469:23228 227.03497:9901 227.34354:3148 228.03116:3686 239.10356:5281 239.24742:9188 254.25545:18478 282.28079:9965 285.01315:3949 285.24606:3736 299.06012:2554 313.27365:4849 523.46997:72948 576.26312:2707,113470,8189008,7303504,7113570,8033232,7601026,9382104,9965041,11334571,11126117,8870628,2124251,1742290,3281987,3429536,3764484
11006,11.167,662.46826,PE 30:1|PE 14:0_16:1,[M+H]+,ion correlated with 11004; adduct linked to 11621_[M+CH3OH+H]+,0.875,True,8.55,662.47552,C35H68NO8P,PE,AZKOMSGSPCBHKK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,97.2,94.8,22,68.3,100,93.9,Luca140818_lipid_Pos_co_culture_1,662.47015:5442918 663.4735:2414966 664.47686:0,55.0539:11926 57.06946:25935 67.05383:23058 69.06892:31357 71.04831:1910 71.08479:31721 79.05369:3844 81.06897:47721 83.08469:22984 85.10059:17351 86.09585:10519 93.06887:10620 95.0845:44404 97.10015:16482 107.08479:4519 109.10045:24616 111.11605:8485 121.10069:16367 123.11674:11801 124.99903:5281 135.11668:14196 137.13254:5064 184.07355:40501 211.21201:10610 219.22142:4546 237.2314:3117 254.25517:7994 280.26724:3969 296.82108:2130 299.8269:2306 397.00064:2147 461.069:2456 521.45404:37550 536.01526:2220 583.86957:2131,192953,5442918,7324560,8240569,8123768,6411856,11353925,13719938,13726161,14744151,13981087,192554,155353,553826,573672,492767
11586,12.67,692.51581,PE 32:0|PE 16:0_16:0,[M+H]+,,0.562,True,9.57,692.52252,C37H74NO8P,PE,SLKDGVPOSSLUAI-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,99.9,92.7,19.7,67.3,100,649.48,Luca140818_lipid_Pos_nih_1,692.51874:7182100 693.52209:2926367 694.52545:0,55.054:16789 57.0695:141690 57.4653:2324 60.08017:9333 67.05373:40863 69.06889:34418 69.23579:2592 71.08475:148580 81.06902:90007 83.0847:55184 85.10052:99038 86.09592:55953 91.52296:2147 95.08461:137042 97.10033:42541 99.11607:9055 104.10625:4331 109.1007:65749 111.11606:12030 123.11565:27244 124.01595:2325 124.99892:32614 129.83455:2326 137.13255:9719 174.58746:2430 184.07352:239331 239.24725:30765 282.28143:31445 313.27347:16049 444.36111:2425 472.01349:2703 491.58994:2539 543.92993:2484 551.50677:90243,25077,11890400,15326250,14213830,15163829,14086053,13694528,12415705,15132458,14762704,19944452,7182100,7688199,7782844,7100318,8248680
11553,12.079,690.50024,PE 32:1|PE 16:0_16:1,[M+H]+,adduct linked to 12268_[M+CH3OH+H]+,0.938,True,9.11,690.50677,C37H72NO8P,PE,CZOSTDZGCCEZTJ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,94.3,93.3,15.2,70.4,100,2852.76,Luca140818_lipid_Pos_hela_2,690.50043:251966896 691.50378:107707808 692.50714:32294236,53.00211:3064 55.05399:52068 57.0695:123455 60.08028:20310 67.05376:93127 69.06894:130282 71.07219:9088 71.08474:124636 73.04596:2565 79.05371:25571 81.06905:169376 83.08477:121729 85.06406:4410 85.10056:84235 86.09589:139427 91.05634:12028 93.05356:3180 93.0689:44594 95.08464:212605 97.064:4134 97.10036:77867 97.92876:12693 98.98331:4675 99.07866:4890 99.11609:2830 104.10626:11877 107.0848:29728 109.10069:102310 111.07942:3742 111.11626:20679 121.10087:55220 123.1155:45305 124.99913:81724 135.11668:53531 137.13251:22337 149.13048:22616 151.1476:5892 155.00978:2545 163.14668:8549 173.7372:2464 184.07359:576850 211.21225:18074 219.22147:9039 227.18761:2845 237.23145:14039 239.24748:5960 247.2506:2816 254.25523:13790 265.25739:4604 280.2673:15426 282.28088:4610 285.24615:4021 288.01715:2765 308.29523:11050 311.25858:2722 313.27374:3550 339.28555:3662 495.88788:2541 549.48419:128416 596.72467:2631,12419,116143496,113452296,119387912,133907944,107471272,214810752,251966896,241048288,255991008,281995616,16836502,18335110,9566056,21185734,19081730
12477,12.501,730.53278,PE 35:2|PE 17:1_18:1,[M+H]+,,0.812,True,9.63,730.53809,C40H76NO8P,PE,MLYDZMPNTAJTBN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCC,410,True,True,True,,False,False,null,null,99.3,93.8,15,67.3,100,1137.43,Luca140818_lipid_Pos_hela_3,730.53314:81178688 731.53649:41097324 732.53985:55738504,53.03835:12119 55.05393:570369 57.03305:22945 57.06946:237843 60.08017:33762 67.0537:1002736 69.0694:1281756 71.04833:64717 71.08466:184588 73.04593:200027 74.04565:17393 75.04262:14892 79.05364:409413 81.06898:1425750 83.08463:1148099 85.064:89798 85.10051:106119 86.09582:177811 91.05649:510233 92.05516:24367 93.05354:58779 93.06885:580668 95.04854:19442 95.08453:1688372 97.06386:84414 97.10023:896893 99.07957:22164 105.06924:20071 107.08471:472519 109.1006:700559 111.07945:94137 111.11593:361687 113.09533:47978 121.10082:925492 123.11544:234418 124.99905:100704 125.09586:37375 125.13171:49661 127.11065:12441 135.11664:686315 137.13263:119237 139.1111:22680 141.12642:14867 149.04379:112595 149.13199:268462 150.04318:13225 151.14755:88639 153.12679:74446 155.00977:16315 163.14635:99963 165.16185:50669 167.05428:358586 167.14255:16116 168.05414:106260 169.05006:69109 177.16264:50181 184.07338:653289 225.05569:40279 226.05499:18145 233.23752:94202 239.10359:52246 240.10622:22842 241.10452:15423 247.25044:80339 251.24432:200120 265.25769:160735 294.28134:212869 299.06015:12882 308.29529:129826 325.2702:76923 339.28455:102409 344.97589:17039 345.97482:16783 346.97195:20906 403.96396:14778 419.9986:17936 420.98825:19346 421.98965:14419 461.95306:15655 462.94354:16806 463.94733:14215 520.93243:15174 521.93768:12672 535.9682:13188 536.97009:30488 537.96387:86605 538.95844:20041 589.51917:746074,27391,35819908,46669152,47090884,45165804,34210456,67608520,77166096,81178688,84237504,95625008,3837062,4533938,4170094,4302012,3895990
